name,birthYear,birthDate,gender,birthplace
Justin Morrison,1979-01-01T00:00:00+02:00,1979-08-10,,{California|Los Angeles|United States}
Kalle Kerman,1979-01-01T00:00:00+02:00,1979-10-06,male,{Finland|Kuopio}
Karel Rachůnek,1979-01-01T00:00:00+02:00,1979-08-27,male,{Czechoslovakia|Zlín}
Arvīds Reķis,1979-01-01T00:00:00+02:00,1979-01-01,male,{Soviet Union|Jūrmala|Latvian Soviet Socialist Republic}
Baptiste Amar,1979-01-01T00:00:00+02:00,1979-11-11,,{France|Gap Hautes-Alpes}
Anthony Battaglia,1979-01-01T00:00:00+02:00,1979-08-15,,{Chicago|Illinois|United States}
Antti Bruun,1979-01-01T00:00:00+02:00,1979-11-09,,{Finland|Savonlinna}
Antti Ore,1979-01-01T00:00:00+02:00,1979-10-25,,{Finland|Joutseno}
Artem Chubarov,1979-01-01T00:00:00+02:00,1979-12-13,male,{Soviet Union|Nizhny Novgorod|Russian Soviet Federative Socialist Republic}
Olivier Gigon,1979-01-01T00:00:00+02:00,{1979-01-04|1979-03-30},male,{Switzerland|Delémont}
Owen Walter,1979-01-01T00:00:00+02:00,1979-08-15,male,{Saskatchewan|Prince Albert Saskatchewan|Canada}
Pär Styf,1979-01-01T00:00:00+02:00,1979-04-11,male,{Sweden|Sollefteå Municipality}
Pascal Dupuis,1979-01-01T00:00:00+02:00,1979-04-07,,{Canada|Laval Quebec|Quebec}
Pat Kavanagh (ice hockey),1979-01-01T00:00:00+02:00,1979-03-14,,{Ontario|Ottawa|Canada}
Pat Leahy (ice hockey),1979-01-01T00:00:00+02:00,1979-06-09,,{Duxbury Massachusetts|Boston|Massachusetts|United States}
Radek Duda,1979-01-01T00:00:00+02:00,1979-01-28,male,{Czech Republic|Plzeň|Chodov (Sokolov District)}
Radim Kucharczyk,1979-01-01T00:00:00+02:00,1979-10-25,,
Raitis Ivanāns,1979-01-01T00:00:00+02:00,1979-01-03,male,{Riga|Soviet Union}
Randy Copley,1979-01-01T00:00:00+02:00,1979-10-04,male,
Ray DiLauro,1979-01-01T00:00:00+02:00,1979-07-13,male,{Pennsylvania|Bensalem Township Pennsylvania|United States}
René Školiak,1979-01-01T00:00:00+02:00,1979-01-28,,
Peter Podhradský,1979-01-01T00:00:00+02:00,{1979-09-10|1979-12-10},,{Slovakia|Bratislava}
Peter Sarno,1979-01-01T00:00:00+02:00,1979-07-26,male,{Ontario|Toronto|Canada}
Peter Sejna,1979-01-01T00:00:00+02:00,1979-10-05,,{Czechoslovakia|Liptovský Mikuláš}
Peter Smrek,1979-01-01T00:00:00+02:00,1979-02-16,,{Czechoslovakia|Martin Slovakia}
Petr Čáslava,1979-01-01T00:00:00+02:00,1979-09-03,,{Czechoslovakia|Kolín}
Petr Havelka,1979-01-01T00:00:00+02:00,{1979-03-03|1979-03-04},male,{Czechoslovakia|Most}
Petr Hubáček,1979-01-01T00:00:00+02:00,1979-09-02,male,{Czechoslovakia|Brno}
Petr Kuboš,1979-01-01T00:00:00+02:00,1979-09-10,male,{Czech Republic|Czechoslovakia|Vsetín}
Petr Míka,1979-01-01T00:00:00+02:00,1979-02-12,male,
Petr Schastlivy,1979-01-01T00:00:00+02:00,1979-04-18,male,{Soviet Union|Vikhorevka}
Philipp Lukas,1979-01-01T00:00:00+02:00,1979-12-04,male,{Vienna|Austria}
Quintin Laing,1979-01-01T00:00:00+02:00,1979-06-08,,{Saskatchewan|Harris Saskatchewan|Canada}
Róbert Döme,1979-01-01T00:00:00+02:00,1979-01-29,,{Czechoslovakia|Senica}
Alain Reist,1979-01-01T00:00:00+02:00,1979-12-07,male,{Switzerland|Biel/Bienne}
Aleksei Kosourov,1979-01-01T00:00:00+02:00,{1979-06-29|1979-07-29},,{Soviet Union|Penza|Russian Soviet Federative Socialist Republic}
Alex Henry,1979-01-01T00:00:00+02:00,1979-10-18,male,{Ontario|Elliot Lake|Canada}
Alex Kim (ice hockey),1979-01-01T00:00:00+02:00,1979-05-10,,{Los Angeles|Fullerton California}
Alex Tanguay,1979-01-01T00:00:00+02:00,1979-11-21,male,{Sainte-Justine Quebec|Canada|Quebec}
Alexander Berezensky,1979-01-01T00:00:00+02:00,1979-08-15,,{Kazakhstan|Karaganda}
Alexander Egger (ice hockey),1979-01-01T00:00:00+02:00,1979-12-22,male,{Italy|Bolzano}
Alexander Fomichev,1979-01-01T00:00:00+02:00,1979-02-19,,{Moscow|Soviet Union|Russian Soviet Federative Socialist Republic}
Alexander Medvedev (ice hockey),1979-01-01T00:00:00+02:00,1979-05-23,,{Belarus|Russia|Yaroslavl}
Alexander Ryabov,1979-01-01T00:00:00+02:00,1979-02-05,male,{Russia|Samara Russia}
Alexander Stepanov (ice hockey),1979-01-01T00:00:00+02:00,1979-04-26,,{Moscow|Soviet Union|Russian Soviet Federative Socialist Republic}
Alexandre Tremblay,1979-01-01T00:00:00+02:00,1979-03-22,,{Canada|Beaupré Quebec|Quebec}
Alexei Simakov,1979-01-01T00:00:00+02:00,1979-04-07,,
Richard Moon,1979-01-01T00:00:00+02:00,1979-09-06,,
Richard Seeley,1979-01-01T00:00:00+02:00,1979-04-30,,{British Columbia|Canada|Powell River British Columbia}
Robert Mulick,1979-01-01T00:00:00+02:00,1979-01-01T00:00:00+02:00,male,
Roberto Luongo,1979-01-01T00:00:00+02:00,1979-04-04,male,{Canada men's national junior ice hockey team|Canada|Montreal|Quebec}
Robin Bacul,1979-01-01T00:00:00+02:00,1979-08-06,male,
Susie Laska,1979-01-01T00:00:00+02:00,1979-11-01,,
Sylvain Deschatelets,1979-01-01T00:00:00+02:00,1979-11-22,,{Blainville Quebec|Canada|Quebec}
Tab Lardner,1979-01-01T00:00:00+02:00,1979-12-03,male,{Alberta|Edmonton|Canada}
Teemu Elomo,1979-01-01T00:00:00+02:00,1979-01-13,male,{Finland|Turku}
Evgeni Blokhin,1979-01-01T00:00:00+02:00,1979-05-29,male,{Soviet Union|Oskemen|Kazakh Soviet Socialist Republic}
Daniel Kreutzer,1979-01-01T00:00:00+02:00,1979-10-23,,{Germany|Düsseldorf|West Germany}
Daniel Seman,1979-01-01T00:00:00+02:00,1979-01-01,male,{Czech Republic|Most|Mosti%C5%A1t%C4%9B}
Daniel Tetrault,1979-01-01T00:00:00+02:00,1979-09-04,,{Manitoba|La Broquerie Manitoba|Canada}
Daniel Tkaczuk,1979-01-01T00:00:00+02:00,1979-06-10,,{Ontario|Toronto|Canada}
Darren Haydar,1979-01-01T00:00:00+02:00,1979-10-22,male,{Ontario|Milton Ontario|Canada}
Dave Reid (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-02-02,male,{Ontario|Brockville|Canada}
David Ambler (ice hockey),1979-01-01T00:00:00+02:00,1979-08-09,male,{Ontario|Westport Ontario|Canada}
David Banfield,1979-01-01T00:00:00+02:00,1979-04-30,male,
David Dolníček,1979-01-01T00:00:00+02:00,1979-02-06,male,Czech Republic
David Lundbohm,1979-01-01T00:00:00+02:00,1979-12-17,male,{Minnesota|Roseau Minnesota|United States}
David Schneider (ice hockey),1979-01-01T00:00:00+02:00,1979-08-24,male,Chicago
Daymen Rycroft,1979-01-01T00:00:00+02:00,1979-05-02,,{Alberta|Canada|Beaverlodge}
George Parros,1979-01-01T00:00:00+02:00,1979-12-29,male,{Pennsylvania|Scenery Hill Pennsylvania|Washington Pennsylvania|United States}
Mitja Šivic,1979-01-01T00:00:00+02:00,1979-10-01,male,{Socialist Federal Republic of Yugoslavia|Brezje Radovljica}
Benjamin Plüss,1979-01-01T00:00:00+02:00,1979-03-03,,{Switzerland|Bülach}
Benoit Dusablon,1979-01-01T00:00:00+02:00,1979-08-01,male,
Björn Bjurling,1979-01-01T00:00:00+02:00,1979-08-21,male,{Stockholm|Sweden}
Brad Cruikshank,1979-01-01T00:00:00+02:00,1979-02-14,,{British Columbia|Canada|Kelowna}
Brad Ference,1979-01-01T00:00:00+02:00,1979-04-02,,{Alberta|Canada|Calgary}
Brad Leeb,1979-01-01T00:00:00+02:00,1979-08-27,male,{Alberta|Canada|Red Deer Alberta}
Brad Moran (ice hockey),1979-01-01T00:00:00+02:00,1979-03-20,,{British Columbia|Canada|Abbotsford British Columbia}
Brad Stuart,1979-01-01T00:00:00+02:00,1979-11-06,,{Alberta|Canada|Rocky Mountain House}
Brenden Morrow,1979-01-01T00:00:00+02:00,1979-01-16,male,{Saskatchewan|Canada|Carlyle Saskatchewan}
Brian Campbell,1979-01-01T00:00:00+02:00,1979-05-23,male,{Ontario|Canada|Strathroy-Caradoc}
Brian Gionta,1979-01-01T00:00:00+02:00,1979-01-18,,{Rochester New York|United States|New York}
Brooke White-Lancette,1979-01-01T00:00:00+02:00,1979-08-31,,
Brooke Whitney,1979-01-01T00:00:00+02:00,1979-10-12,female,{Snohomish Washington|United States}
Bryce Wandler,1979-01-01T00:00:00+02:00,1979-02-25,male,{Alberta|Canada|Lacombe Alberta}
Burke Henry,1979-01-01T00:00:00+02:00,1979-01-21,male,{Manitoba|Canada|Sainte Rose du Lac Manitoba}
Viktor Kostyuchenok,1979-01-01T00:00:00+02:00,1979-06-07,male,{Soviet Union|Minsk|Byelorussian Soviet Socialist Republic}
Ville Uusitalo,1979-01-01T00:00:00+02:00,1979-07-06,,{Finland|Espoo}
Vitali Kolesnik,1979-01-01T00:00:00+02:00,1979-08-20,,{Soviet Union|Oskemen|Kazakh Soviet Socialist Republic}
Vitalij Aab,1979-01-01T00:00:00+02:00,1979-11-14,male,{Kazakhstan|Soviet Union|Karaganda}
Vitaly Atyushov,1979-01-01T00:00:00+02:00,1979-07-04,,{Soviet Union|Penza}
Vladimir Hartinger,1979-01-01T00:00:00+02:00,1979-07-16,male,{Czech Republic|Šternberk}
Vojtěch Kubinčák,1979-01-01T00:00:00+02:00,1979-02-04,male,
Vratislav Čech,1979-01-01T00:00:00+02:00,1979-01-28,male,{Czechoslovakia|Brno}
Wade Dubielewicz,1979-01-01T00:00:00+02:00,1979-01-30,male,{British Columbia|Canada|Invermere British Columbia}
Wang Linuo,1979-01-01T00:00:00+02:00,1979-08-28,female,
Jeff Finger,1979-01-01T00:00:00+02:00,1979-12-18,,{Michigan|Houghton Michigan|United States}
Jeff Giuliano,1979-01-01T00:00:00+02:00,1979-06-20,,{New Hampshire|Nashua New Hampshire|United States}
Jeff MacMillan,1979-01-01T00:00:00+02:00,1979-03-30,,{Ontario|Durham Ontario|Canada}
Jennifer Botterill,1979-01-01T00:00:00+02:00,1979-05-01,,{Ontario|Ottawa|Canada}
Jenny Schmidgall-Potter,1979-01-01T00:00:00+02:00,1979-01-12,female,{Minnesota|Edina Minnesota|United States}
Jeremy Cornish,1979-01-01T00:00:00+02:00,1979-12-12,male,{Ontario|London Ontario|Canada}
Jeremy Reich,1979-01-01T00:00:00+02:00,1979-02-11,,{Saskatchewan|Canada|Craik Saskatchewan}
Jerramie Domish,1979-01-01T00:00:00+02:00,1979-08-19,,{Pennsylvania|Collegeville Pennsylvania|United States}
Jerred Smithson,1979-01-01T00:00:00+02:00,1979-02-04,,{British Columbia|Vernon British Columbia|Canada}
Jiří Jelínek (ice hockey),1979-01-01T00:00:00+02:00,1979-05-24,male,{Czech Republic|Kladno}
Jim Fahey,1979-01-01T00:00:00+02:00,1979-05-11,male,{Boston|Massachusetts|United States}
Joa Elfsberg,1979-01-01T00:00:00+02:00,1979-07-30,female,
Alon Eizenman,1979-01-01T00:00:00+02:00,1979-02-09,male,{Ontario|Toronto|Canada}
Andre Lakos,1979-01-01T00:00:00+02:00,1979-07-29,,{Vienna|Austria}
Andreas Andersson (ice hockey),1979-01-01T00:00:00+02:00,1979-04-09,,{Sweden|Falun}
Andreas Dahlström,1979-01-01T00:00:00+02:00,{1979-07-08|1979-08-13},,{Sweden|Umeå}
Andreas Hanni,1979-01-01T00:00:00+02:00,1979-01-04,male,{Switzerland|Erlenbach}
Andrei Makrov,1979-01-01T00:00:00+02:00,1979-12-14,,{Soviet Union|Estonian Soviet Socialist Republic|Tallinn|Estonia}
Andrei Nikitenko,1979-01-01T00:00:00+02:00,1979-01-13,,{Soviet Union|Tyumen|Russian Soviet Federative Socialist Republic}
Andrei Sidyakin,1979-01-01T00:00:00+02:00,1979-04-20,,{Soviet Union|Ufa}
Andrew Ference,1979-01-01T00:00:00+02:00,1979-03-17,,{Alberta|Edmonton|Canada}
Andrew McPherson (ice hockey),1979-01-01T00:00:00+02:00,1979-04-28,male,{Manitoba|Canada|Dauphin Manitoba|Dauphin_MB}
Lee McLauchlan,1979-01-01T00:00:00+02:00,1979-08-23,,{Australia|Victoria (Australia)|Melbourne}
Fedor Polishchuk,1979-01-01T00:00:00+02:00,1979-07-04,male,{Soviet Union|Cherkasy Oblast|Ukrainian Soviet Socialist Republic|Kolodyste}
Filip Šindelář,1979-01-01T00:00:00+02:00,1979-10-30,male,{Czech Republic|Vlašim}
Francis Lessard,1979-01-01T00:00:00+02:00,1979-05-30,male,{Canada|Montreal|Quebec}
Martin Čakajík,1979-01-01T00:00:00+02:00,1979-12-12,male,{Czechoslovakia|Trenčín}
Martin Škoula,1979-01-01T00:00:00+02:00,1979-10-28,,{Czechoslovakia|Litoměřice}
Martin Hujsa,1979-01-01T00:00:00+02:00,1979-09-09,,
Martin Hyun,1979-01-01T00:00:00+02:00,1979-05-04,,{West Germany|Krefeld}
Mathias Tjärnqvist,1979-01-01T00:00:00+02:00,1979-04-15,,{Sweden|Umeå}
Matt Hussey,1979-01-01T00:00:00+02:00,1979-05-28,,{Connecticut|New Haven Connecticut|United States}
Matt Murley,1979-01-01T00:00:00+02:00,1979-12-17,,{Troy New York|United States|New York}
Matt Underhill,1979-01-01T00:00:00+02:00,1979-09-16,male,{British Columbia|Campbell River British Columbia|Canada}
Matthew Yeats,1979-01-01T00:00:00+02:00,1979-04-06,male,{Alberta|Canada|Innisfail Alberta}
Matthias Trattnig,1979-01-01T00:00:00+02:00,1979-04-22,male,{Graz|Austria}
Maxim Afinogenov,1979-01-01T00:00:00+02:00,1979-09-04,male,{Moscow|Soviet Union|Russian Soviet Federative Socialist Republic}
Maxim Balmochnykh,1979-01-01T00:00:00+02:00,1979-03-07,,{Soviet Union|Lipetsk}
Maxim Belyayev (ice hockey),1979-01-01T00:00:00+02:00,1979-08-24,male,{Kazakhstan|Oskemen}
Maxim Soloviev,1979-01-01T00:00:00+02:00,1979-02-20,male,{Moscow|Russia}
Maxim Solovyov,1979-01-01T00:00:00+02:00,1979-02-20,,{Moscow|Russia}
Nicholas Angell,1979-01-01T00:00:00+02:00,1979-10-31,,{Duluth Minnesota|United States}
Nick Boynton,1979-01-01T00:00:00+02:00,1979-01-14,,{Ontario|Canada|Nobleton Ontario}
Nick Smith (ice hockey),1979-01-01T00:00:00+02:00,1979-03-23,male,{Hamilton Ontario|Ontario|Canada}
Niklas Hagman,1979-01-01T00:00:00+02:00,1979-12-05,male,{Finland|Espoo}
Niklas Nordgren,1979-01-01T00:00:00+02:00,1979-06-28,,{Sweden|Örnsköldsvik}
Niklas Persson,1979-01-01T00:00:00+02:00,1979-03-26,,{Sweden|Ösmo}
Niko Dimitrakos,1979-01-01T00:00:00+02:00,1979-05-21,,{Somerville Massachusetts|Massachusetts|United States}
Nikolai Pronin,1979-01-01T00:00:00+02:00,1979-04-13,,{Moscow|Russia}
Nikos Tselios,1979-01-01T00:00:00+02:00,1979-01-20,male,{Illinois|Glen Ellyn Illinois|Oak Park Illinois|United States}
Noah Clarke,1979-01-01T00:00:00+02:00,1979-06-11,,{California|La Verne California|United States}
Hideyuki Osawa,1979-01-01T00:00:00+02:00,1979-01-05,male,Tomakomai Hokkaido
Ilkka Mikkola,1979-01-01T00:00:00+02:00,1979-01-18,,Kiiminki
Chris Dyment,1979-01-01T00:00:00+02:00,1979-10-24,male,{Reading Massachusetts|Massachusetts|United States}
Chris Kunitz,1979-01-01T00:00:00+02:00,1979-09-26,male,{Saskatchewan|Regina Saskatchewan|Canada}
Chris Neil,1979-01-01T00:00:00+02:00,1979-06-18,,{Ontario|Canada|Flesherton}
Chris St. Croix,1979-01-01T00:00:00+02:00,1979-05-02,male,{New Jersey|Voorhees Township New Jersey|United States}
Chris Stanley,1979-01-01T00:00:00+02:00,1979-06-18,male,{Ontario|Parry Sound Ontario|Canada}
Sanny Lindström,1979-01-01T00:00:00+02:00,1979-12-24,,{Stockholm|Sweden}
Sascha Goc,1979-01-01T00:00:00+02:00,1979-04-14,,{West Germany|Calw}
Scott Barney,1979-01-01T00:00:00+02:00,1979-03-27,,{Ontario|Oshawa|Canada}
Scott Ford (ice hockey),1979-01-01T00:00:00+02:00,1979-12-24,male,{British Columbia|Fort St. John British Columbia|Canada}
Scott Gomez,1979-01-01T00:00:00+02:00,1979-12-23,male,{Alaska|Anchorage Alaska|United States}
Scott Hannan,1979-01-01T00:00:00+02:00,1979-01-23,,{British Columbia|Richmond British Columbia|Canada}
Scott Myers (ice hockey),1979-01-01T00:00:00+02:00,1979-06-11,,{Manitoba|Canada|Stonewall Manitoba}
Aaron Davis (ice hockey),1979-01-01T00:00:00+02:00,1979-07-23,,{Michigan|Dearborn Heights Michigan|United States}
Adam Mair,1979-01-01T00:00:00+02:00,1979-02-15,male,{Hamilton Ontario|Ontario|Canada}
Carl Corazzini,1979-01-01T00:00:00+02:00,1979-04-21,male,{Framingham Massachusetts|Massachusetts|United States}
Caroline Ouellette,1979-01-01T00:00:00+02:00,1979-05-25,female,{Canada|Montreal|Quebec}
Chad Woollard,1979-01-01T00:00:00+02:00,1979-09-18,,{Ontario|Durham Ontario|Canada}
Wes Goldie,1979-01-01T00:00:00+02:00,1979-05-05,male,{Ontario|London Ontario|Canada}
Cole Jarrett,1979-01-01T00:00:00+02:00,{1979-01-04|1983-01-04},,{Ontario|Canada|Sault Ste. Marie Ontario}
Colleen Sostorics,1979-01-01T00:00:00+02:00,1979-12-17,female,{Saskatchewan|Canada|Kennedy Saskatchewan}
Courtney Kennedy,1979-01-01T00:00:00+02:00,1979-03-29,female,
Curtis Huppe,1979-01-01T00:00:00+02:00,1979-02-21,,{Manitoba|Winnipeg|Canada}
Curtis Sanford,1979-01-01T00:00:00+02:00,1979-10-05,male,{Ontario|Owen Sound|Canada}
Curtiss Patrick,1979-01-01T00:00:00+02:00,1979-10-08,,{Virginia|Hampton Virginia|United States}
Dan Stewart (ice hockey),1979-01-01T00:00:00+02:00,1979-02-10,,{Alberta|Fort McMurray|Canada}
Dan Tessier,1979-01-01T00:00:00+02:00,1979-01-03,,{Ontario|Canada|Orleans Ontario}
John Pohl,1979-01-01T00:00:00+02:00,1979-06-29,,{Minnesota|Rochester Minnesota|United States}
Jon Barkman,1979-01-01T00:00:00+02:00,1979-10-02,,{Manitoba|Steinbach Manitoba|Canada}
Jonas Elofsson,1979-01-01T00:00:00+02:00,1979-01-31,male,{Sweden|Ulricehamn}
Josef Melichar,1979-01-01T00:00:00+02:00,1979-01-20,,{Czechoslovakia|České Budějovice}
Kathleen Kauth,1979-01-01T00:00:00+02:00,1979-03-28,,{Saratoga Springs New York|United States|New York}
Kelly Miller (ice hockey born 1979),1979-01-01T00:00:00+02:00,1979-03-13,male,{Ohio|Toledo Ohio|United States}
Kent Huskins,1979-01-01T00:00:00+02:00,1979-05-04,male,{Ontario|Canada|Almonte Ontario}
Kent McDonell,1979-01-01T00:00:00+02:00,1979-03-01,male,{Ontario|South Glengarry Ontario|Canada}
Kenton Smith,1979-01-01T00:00:00+02:00,1979-09-10,,{Alberta|Edmonton|Canada}
Kevin Baker (ice hockey),1979-01-01T00:00:00+02:00,1979-06-15,male,{Ontario|Canada|Kingston Ontario}
Kevin Colley,1979-01-01T00:00:00+02:00,1979-01-04,,{Connecticut|New Haven Connecticut|United States}
Kevin Doell,1979-01-01T00:00:00+02:00,1979-07-15,male,{Saskatchewan|Saskatoon|Canada}
Kevin Grimes (ice hockey),1979-01-01T00:00:00+02:00,1979-08-19,,{Ontario|Ottawa|Canada}
Kim Kyung-tae (ice hockey),1979-01-01T00:00:00+02:00,1979-04-04,male,{South Korea|Seoul}
Kim McCullough,1979-01-01T00:00:00+02:00,1979-10-09,female,{Ontario|Toronto|Canada}
Kim Woo-jae,1979-01-01T00:00:00+02:00,1979-11-25,male,{South Korea|Seoul}
Ivo Kotaška,1980-01-01T00:00:00+02:00,1980-01-26,male,České Budějovice
Ján Homer,1980-01-01T00:00:00+02:00,1980-12-11,,{Czechoslovakia|Dubnica nad Váhom}
Ján Tabaček,1980-01-01T00:00:00+02:00,1980-04-07,,{Czechoslovakia|Martin Slovakia}
Eric Beaudoin,1980-01-01T00:00:00+02:00,1980-05-03,male,{Ontario|Ottawa|Canada}
Eric Braff,1980-01-01T00:00:00+02:00,1980-11-12,male,{Ontario|Canada|Orleans Ontario}
Eric Chouinard,1980-01-01T00:00:00+02:00,1980-07-08,male,{Atlanta|Georgia (U.S. state)|United States}
Eric Godard,1980-01-01T00:00:00+02:00,1980-03-07,,{British Columbia|Vernon British Columbia|Canada}
Erik Lewerström,1980-01-01T00:00:00+02:00,1980-05-28,male,{Sweden|Grums}
Tim Haun,1980-01-01T00:00:00+02:00,1980-04-23,male,{Manitoba|Canada|Solsgirth_Manitoba}
Tomáš Klouček,1980-01-01T00:00:00+02:00,1980-03-07,male,{Czechoslovakia|Prague}
Tomáš Nádašdi,1980-01-01T00:00:00+02:00,1980-05-14,,{Slovakia|Spišská Nová Ves}
Tomáš Rolinek,1980-01-01T00:00:00+02:00,1980-02-17,male,{Czechoslovakia|Žďár nad Sázavou}
Luka Žagar,1980-01-01T00:00:00+02:00,1980-08-08,,{Slovenia|Ljubljana}
Luke Fulghum,1980-01-01T00:00:00+02:00,1980-10-16,,{Colorado|Colorado Springs Colorado|United States}
Luke Stauffacher,1980-01-01T00:00:00+02:00,1980-12-17,,{Madison Wisconsin|United States}
Márton Vas,1980-01-01T00:00:00+02:00,1980-03-02,male,{Hungary|Dunaújváros}
Mārtiņš Cipulis,1980-01-01T00:00:00+02:00,1980-11-29,,{Soviet Union|Cēsis}
Magnus Kahnberg,1980-01-01T00:00:00+02:00,1980-02-25,,{Sweden|Mölndal}
Maksim Potapov (ice hockey),1980-01-01T00:00:00+02:00,1980-05-25,,
Manfred Unterweger,1980-01-01T00:00:00+02:00,1980-10-29,male,
Goran Bezina,1980-01-01T00:00:00+02:00,1980-03-21,male,{Socialist Federal Republic of Yugoslavia|Socialist Republic of Croatia|Split Croatia}
Grant Potulny,1980-01-01T00:00:00+02:00,1980-03-04,male,{North Dakota|Grand Forks North Dakota|United States}
Greg Blais,1980-01-01T00:00:00+02:00,1980-04-18,male,
Greg Oddy,1980-01-01T00:00:00+02:00,1980-07-24,,{Adelaide|South Australia|Australia}
Greg Zanon,1980-01-01T00:00:00+02:00,1980-06-05,,{British Columbia|Canada|Burnaby}
Yorick Treille,1980-01-01T00:00:00+02:00,1980-07-15,male,{Cannes|France}
Zbyněk Irgl,1980-01-01T00:00:00+02:00,1980-11-29,,{Czechoslovakia|Ostrava}
Zdeněk Šmíd,1980-01-01T00:00:00+02:00,1980-02-03,male,{Czech Republic|Manitoba|Norway House}
Zdeněk Kutlák,1980-01-01T00:00:00+02:00,1980-02-13,,{Czechoslovakia|České Budějovice}
Zuzana Moravčíková,1980-01-01T00:00:00+02:00,1980-10-23,,{Czechoslovakia|Ružomberok}
Fredrik Eriksson (ice hockey born 1980),1980-01-01T00:00:00+02:00,1980-01-30,male,{Sweden|Kristinehamn}
Gabriel Karlsson,1980-01-01T00:00:00+02:00,1980-01-22,,{Sweden|Borlänge}
Gabriel Spilar,1980-01-01T00:00:00+02:00,1980-12-15,,{Czechoslovakia|Košice}
Garret Stroshein,1980-01-01T00:00:00+02:00,1980-04-04,male,{Alberta|Edmonton|Canada}
Garrett Stafford,1980-01-01T00:00:00+02:00,1980-01-28,,{California|Los Angeles|United States}
Patrick Aufiero,1980-01-01T00:00:00+02:00,1980-07-01,male,Winchester Massachusetts
Patrick Köppchen,1980-01-01T00:00:00+02:00,1980-06-21,male,{Berlin|Germany}
Patrick Machreich,1980-01-01T00:00:00+02:00,1980-09-29,male,{Zell am See|Austria}
Patrick Yetman,1980-01-01T00:00:00+02:00,1980-11-16,male,
Patrik Štefan,1980-01-01T00:00:00+02:00,1980-09-16,,{Czechoslovakia|Příbram}
Per Hallin,1980-01-01T00:00:00+02:00,1980-10-17,male,{Sweden|Södertälje Municipality}
Denis Shvidki,1980-01-01T00:00:00+02:00,1980-11-21,male,{Soviet Union|Kharkiv|Ukrainian Soviet Socialist Republic}
Denis Tyurin,1980-01-01T00:00:00+02:00,1980-06-03,,
Derek Campbell,1980-01-01T00:00:00+02:00,1980-04-14,,{Ontario|Nepean Ontario|Canada}
Derek Eastman (ice hockey),1980-01-01T00:00:00+02:00,1980-01-24,,{Minnesota|Saint Paul Minnesota|United States}
Dmitri Altarev,1980-01-01T00:00:00+02:00,1980-08-13,,{Penza|Russian Soviet Federative Socialist Republic}
Dmitri Kalinin,1980-01-01T00:00:00+02:00,1980-07-22,,{Soviet Union|Chelyabinsk|Russian Soviet Federative Socialist Republic}
Dmitry Afanasenkov,1980-01-01T00:00:00+02:00,1980-05-12,,{Soviet Union|Russian Soviet Federative Socialist Republic|Arkhangelsk}
Dominic Moore,1980-01-01T00:00:00+02:00,1980-08-03,,{Ontario|Thornhill Ontario|Sarnia|Canada}
Doug Janik,1980-01-01T00:00:00+02:00,1980-03-26,male,{Agawam Massachusetts|Massachusetts|United States}
Douglas Murray (ice hockey),1980-01-01T00:00:00+02:00,1980-03-12,male,{Sweden|Bromma}
Robyn Regehr,1980-01-01T00:00:00+02:00,1980-04-19,male,{Brazil|Recife}
Roman Kukumberg,1980-01-01T00:00:00+02:00,1980-04-08,male,{Czechoslovakia|Bratislava}
Roman Němeček,1980-01-01T00:00:00+02:00,1980-01-10,male,
Roman Prošek,1980-01-01T00:00:00+02:00,1980-08-02,male,{Czech Republic|Karlovy Vary}
Roman Tomas,1980-01-01T00:00:00+02:00,1980-09-09,male,{Slovakia|Poprad}
Ronda Curtin,1980-01-01T00:00:00+02:00,1980-02-02,female,{Minnesota|Roseville Minnesota|United States|Minnesota Golden Gophers women's ice hockey}
